datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
25/07/2017,1500937200,21.3,12.7,16.6,21.3,12.7,16.6,12,75.6,0,,0,,0,0,,9.1,261.8,1015.9,15.5,16.9,,,0,05:13:52,1500956032,21:00:36,1501012836,0.03,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
26/07/2017,1501023600,20,14.2,16.7,20,14.2,16.7,14.6,87.61,0.9,,4.17,,0,0,20.8,14.9,206,1007.6,16.5,12.3,,,0,05:15:18,1501042518,20:59:10,1501099150,0.06,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
27/07/2017,1501110000,18.8,13,15.8,18.8,13,15.8,11.4,75.95,3.53,,8.33,,0,0,31.1,14.7,244,1006.3,19,16.1,,,0,05:16:45,1501129005,20:57:41,1501185461,0.1,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
28/07/2017,1501196400,20,12.6,15.9,20,12.6,15.9,12.2,79.68,4.8,,12.5,,0,0,31.1,18.1,227.5,1007.7,20.3,16.5,,,0,05:18:12,1501215492,20:56:10,1501271770,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
29/07/2017,1501282800,18.6,14.1,16.2,18.6,14.1,16.2,13.3,83.82,3.83,,8.33,,0,0,21.9,13.2,227.9,1007.4,20.5,14,,,0,05:19:41,1501301981,20:54:38,1501358078,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
30/07/2017,1501369200,19,13.6,16.2,19,13.6,16.2,12.3,79,16.24,,16.67,,0,0,29,16.8,239,1005.3,19.5,20.6,,,0,05:21:10,1501388470,20:53:03,1501444383,0.24,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
31/07/2017,1501455600,20.2,12.6,16.3,20.2,12.6,16.3,10.9,72.16,0,,0,,0,0,,14.5,231.7,1010.9,11.5,18.7,,,0,05:22:40,1501474960,20:51:26,1501530686,0.29,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
01/08/2017,1501542000,20.4,11.4,16.1,20.4,11.4,16.1,11.3,74.69,0.4,,4.17,,0,0,21.9,14.5,227.5,1014.2,13.7,18.5,,,0,05:24:11,1501561451,20:49:48,1501616988,0.34,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
02/08/2017,1501628400,17.9,13.9,15.9,17.9,13.9,15.9,13.9,87.99,4.97,,8.33,,0,0,31.1,17.4,196.2,1011.9,23,14.6,,,0,05:25:42,1501647942,20:48:08,1501703288,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
03/08/2017,1501714800,19.9,14.8,17.6,19.9,14.8,17.6,13.6,78.23,2.13,,12.5,,0,0,35.6,20.2,230.8,1006.2,21.4,16.2,,,0,05:27:14,1501734434,20:46:25,1501789585,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
04/08/2017,1501801200,20.5,14.3,17,20.5,14.3,17,11.9,72.43,0.2,,4.17,,0,0,20.8,14.4,249.7,1010.7,18.9,24.8,,,0,05:28:46,1501820926,20:44:42,1501875882,0.45,Rain,Clear conditions throughout the day with morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
05/08/2017,1501887600,18.4,12.5,15.4,18.4,12.5,15.4,10.3,72.32,2.25,,12.5,,0,0,34.8,13.4,294.1,1016.5,15.6,22.9,,,0,05:30:19,1501907419,20:42:56,1501962176,0.48,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
06/08/2017,1501974000,20.3,8.8,15.1,20.3,8.3,15,9.4,71.6,0,,0,,0,0,,13.6,241.7,1021.6,9.4,21,,,0,05:31:52,1501993912,20:41:09,1502048469,0.49,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
07/08/2017,1502060400,18.9,11.7,15.3,18.9,11.7,15.3,13.1,86.84,5.37,,8.33,,0,0,,9.9,230.9,1017.4,18.9,16,,,0,05:33:26,1502080406,20:39:21,1502134761,0.5,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
08/08/2017,1502146800,14.8,12.8,14,14.8,12.8,14,12.5,90.63,3.54,,17.39,,0,0,19.7,11.2,302.1,1011.5,23.5,16.3,,,0,05:35:00,1502166900,20:37:30,1502221050,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
09/08/2017,1502233200,14.4,12.4,13.1,14.4,12.4,13.1,12.2,93.84,23.69,,12.5,,0,0,23,13.1,210,1015.5,25.4,10.3,,,0,05:36:35,1502253395,20:35:39,1502307339,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
10/08/2017,1502319600,18.9,10.9,14.7,18.9,10.9,14.7,9.7,73.84,1.56,,4.17,,0,0,,11.3,78.5,1023.4,15.3,22.3,,,0,05:38:10,1502339890,20:33:46,1502393626,0.54,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
11/08/2017,1502406000,20.2,8.6,14.7,20.2,8.6,14.7,10.6,78.52,0,,0,,0,0,19.7,14.2,238.4,1019,12.1,18.2,,,0,05:39:45,1502426385,20:31:51,1502479911,0.57,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
12/08/2017,1502492400,20.7,16,17.9,20.7,16,17.9,12.5,72.32,0.2,,4.17,,0,0,19.7,13.3,275,1015.5,22,24,,,0,05:41:20,1502512880,20:29:55,1502566195,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
13/08/2017,1502578800,21.1,10.7,16.3,21.1,10.7,16.3,7.7,59.41,0,,0,,0,0,,6.3,275.9,1020.9,11,26.1,,,0,05:42:56,1502599376,20:27:58,1502652478,0.67,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
14/08/2017,1502665200,21.6,9.4,16.2,21.6,9.4,16.2,10.5,70.84,0,,0,,0,0,,10.8,179.9,1017.5,12.3,20.9,,,0,05:44:31,1502685871,20:26:00,1502738760,0.72,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
15/08/2017,1502751600,22.2,14.2,17.2,22.2,14.2,17.2,11.9,73.14,0.57,,9.52,,0,0,,10.8,259,1014.7,15,19.5,,,0,05:46:07,1502772367,20:24:01,1502825041,0.78,Rain,Clear conditions throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
16/08/2017,1502838000,21.1,9.7,15.7,21.1,9.7,15.8,10.6,73.16,0,,0,,0,0,20.8,13.3,227,1018.8,11.9,22.9,,,0,05:47:43,1502858863,20:22:00,1502911320,0.84,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
17/08/2017,1502924400,23,14.5,18.5,23,14.5,18.5,14.4,79.13,5.26,,12.5,,0,0,20.8,17.7,218.5,1011.1,20.6,16.2,,,0,05:49:20,1502945360,20:19:58,1502997598,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
18/08/2017,1503010800,18.3,13.3,15.4,18.3,13.3,15.4,11.5,78.18,1.96,,12.5,,0,0,31.1,14.9,240,1010.6,13,17.4,,,0,05:50:56,1503031856,20:17:55,1503083875,0.93,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
19/08/2017,1503097200,18.8,12.3,15.2,18.8,12.3,15.3,9.5,70.1,0.6,,8.33,,0,0,31.1,17.6,267.4,1016.3,9.6,21,,,0,05:52:32,1503118352,20:15:51,1503170151,0.97,Rain,Clear conditions throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
20/08/2017,1503183600,19.4,10.3,14.6,19.4,10.3,14.6,9.9,75.06,0.22,,4.17,,0,0,,11.7,243.5,1022.9,11.6,17.6,,,0,05:54:09,1503204849,20:13:46,1503256426,0.99,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
21/08/2017,1503270000,18.1,13,15.6,18.1,13,15.6,14.5,93.47,8.69,,8.33,,0,0,,8.9,130.5,1021.5,28.6,8.4,,,0,05:55:45,1503291345,20:11:40,1503342700,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
22/08/2017,1503356400,21.5,16.5,18.3,21.5,16.5,18.3,16.2,87.84,0.2,,4.17,,0,0,,10.5,137,1019,23.2,9.6,,,0,05:57:22,1503377842,20:09:33,1503428973,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
23/08/2017,1503442800,20.4,15.1,17.7,20.4,15.1,17.7,14.6,83.3,0.67,,4.17,,0,0,20.8,14.1,203.3,1013.5,17.3,12.9,,,0,05:58:58,1503464338,20:07:26,1503515246,0.02,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
24/08/2017,1503529200,19.4,11.1,15.7,19.4,11.1,15.8,11.6,77.77,0,,0,,0,0,,9.8,253.1,1016.7,13.3,21,,,0,06:00:35,1503550835,20:05:17,1503601517,0.04,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
25/08/2017,1503615600,22.8,10.2,16.6,22.8,10.2,16.6,11.2,73.09,0,,0,,0,0,,5.5,228.6,1017.3,10.5,19.7,,,0,06:02:11,1503637331,20:03:07,1503687787,0.08,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
26/08/2017,1503702000,22.8,12.3,17.8,22.8,12.3,17.8,12.4,73.1,0,,0,,0,0,,5.8,295.9,1016.3,15.8,18,,,0,06:03:48,1503723828,20:00:57,1503774057,0.12,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
27/08/2017,1503788400,24.5,15,19.1,24.5,15,19.1,11.6,63.63,0,,0,,0,0,,6.1,174.9,1018.5,7.8,24.2,,,0,06:05:25,1503810325,19:58:46,1503860326,0.16,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
28/08/2017,1503874800,25.9,14.3,20.1,25.9,14.3,20.1,14.3,72.22,0,,0,,0,0,,6.7,188.9,1017.6,7.4,13.9,,,0,06:07:01,1503896821,19:56:35,1503946595,0.21,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
29/08/2017,1503961200,23.8,15.1,18.7,23.8,15.1,18.7,14.3,76.7,0,,0,,0,0,,9.8,263.1,1013.6,13.7,14.9,,,0,06:08:38,1503983318,19:54:22,1504032862,0.26,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
30/08/2017,1504047600,14.1,11.1,12.7,14.1,11.1,12.7,10.2,84.78,6.29,,12.5,,0,0,,10.3,203,1013.4,22.5,14.7,,,0,06:10:14,1504069814,19:52:09,1504119129,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
31/08/2017,1504134000,18.7,7.3,13.4,18.7,7.3,13.4,9.1,77.28,3.87,,12.5,,0,0,,5.7,237.7,1016.9,9.8,16.3,,,0,06:11:51,1504156311,19:49:55,1504205395,0.35,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
01/09/2017,1504220400,18.9,8.9,14.4,18.9,8.9,14.3,8.3,69.57,0.4,,4.17,,0,0,,8.7,222,1021.5,9.8,20.3,,,0,06:13:28,1504242808,19:47:41,1504291661,0.39,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
02/09/2017,1504306800,19.1,8.4,14.4,19.1,7.6,14.4,8.6,70.37,0,,0,,0,0,,7.2,216.3,1022,6.5,19.4,,,0,06:15:04,1504329304,19:45:26,1504377926,0.43,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
03/09/2017,1504393200,16.9,10.3,13.2,16.9,10.3,13.2,10.5,84.62,0.77,,4.17,,0,0,20.8,14.2,157.4,1013.7,18.6,12.2,,,0,06:16:41,1504415801,19:43:11,1504464191,0.46,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
04/09/2017,1504479600,21.4,13,16.8,21.4,13,16.8,15.7,93.25,6.21,,12.5,,0,0,,11.7,181.5,1011.4,25.5,9.4,,,0,06:18:17,1504502297,19:40:55,1504550455,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
05/09/2017,1504566000,19.2,14.4,16.9,19.2,14.4,16.9,15.1,89.37,1.03,,12.5,,0,0,,15,227.2,1013.3,24.7,18.5,,,0,06:19:53,1504588793,19:38:39,1504636719,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
06/09/2017,1504652400,17.5,11,14.4,17.5,11,14.4,9.5,73.95,0.36,,4.17,,0,0,,12.6,277,1018.5,14.6,16,,,0,06:21:30,1504675290,19:36:23,1504722983,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
07/09/2017,1504738800,18.2,9.6,14.4,18.2,8.4,14.4,10.7,78.82,0.4,,4.17,,0,0,20.8,13.6,245.4,1014.1,20.2,13.4,,,0,06:23:06,1504761786,19:34:06,1504809246,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
08/09/2017,1504825200,16.5,10.9,14.3,16.5,10.9,14.3,12.5,88.94,17.47,,16.67,,0,0,20.8,13,249.4,1000,21.2,19.3,,,0,06:24:43,1504848283,19:31:48,1504895508,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
09/09/2017,1504911600,16.3,9.6,12.4,16.3,8.4,12.1,9.6,84.01,1.87,,12.5,,0,0,21.9,13,276.7,997.5,9,22.5,,,0,06:26:19,1504934779,19:29:30,1504981770,0.56,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
10/09/2017,1504998000,15.9,8,12.1,15.9,7.5,11.9,10.3,89.47,3.01,,16.67,,0,0,33,19,239.3,998.4,15.5,15.9,,,0,06:27:56,1505021276,19:27:12,1505068032,0.61,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
11/09/2017,1505084400,17.4,10.4,13.1,17.4,10.4,13.1,9.7,80.36,3.39,,12.5,,0,0,32.2,19.9,252.2,993.2,14.1,17,,,0,06:29:32,1505107772,19:24:54,1505154294,0.66,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
12/09/2017,1505170800,17.3,9.8,13,17.3,8.1,13,9,77.94,1.69,,4.17,,0,0,32.5,19.1,245.5,1003.7,10.1,17.9,,,0,06:31:09,1505194269,19:22:36,1505240556,0.71,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
13/09/2017,1505257200,15.7,10.4,13.4,15.7,10.4,13.4,8.4,72.41,6.18,,12.5,,0,0,47.5,26.9,257.8,997.9,11.4,18.2,,,0,06:32:45,1505280765,19:20:17,1505326817,0.77,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
14/09/2017,1505343600,15.7,7.7,11.3,15.7,5,10.4,7.5,78.37,0.82,,12.5,,0,0,28.9,15.7,286.4,1007.2,11.1,22.7,,,0,06:34:22,1505367262,19:17:58,1505413078,0.82,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
15/09/2017,1505430000,14.5,7.1,10.3,14.5,5.9,9.8,7.7,84.58,5.11,,8.33,,0,0,,9.2,294.5,1013.1,13.4,16.2,,,0,06:35:59,1505453759,19:15:39,1505499339,0.88,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
16/09/2017,1505516400,13.4,7.4,10,13.4,6.4,9.8,8.4,89.97,5.55,,12.5,,0,0,,7.8,245.8,1011.9,16.9,9.8,,,0,06:37:35,1505540255,19:13:20,1505585600,0.92,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
17/09/2017,1505602800,15.4,8.5,11.3,15.4,7.8,11.1,9.3,87.92,1.04,,8.33,,0,0,,7.2,200.9,1013.7,19.6,13.1,,,0,06:39:12,1505626752,19:11:00,1505671860,0.96,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
18/09/2017,1505689200,15.3,10.3,12.2,15.3,10.3,12.2,9.5,84.52,2.49,,13.04,,0,0,,10.9,314.1,1017.5,19.9,11,,,0,06:40:49,1505713249,19:08:41,1505758121,0.99,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
19/09/2017,1505775600,14.4,7.9,10.7,14.4,6.7,10.3,8,84.56,5.95,,12.5,,0,0,,6.2,281.4,1021.3,12.3,11.9,,,0,06:42:26,1505799746,19:06:21,1505844381,1,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
20/09/2017,1505862000,17.1,7.2,12.2,17.1,7.2,12.2,9.7,85.76,0,,0,,0,0,,11.9,215.5,1018.8,19.3,12.2,,,0,06:44:03,1505886243,19:04:02,1505930642,0,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
21/09/2017,1505948400,17,11.6,14.5,17,11.6,14.5,12,85.47,2.22,,4.17,,0,0,23,13.9,207.1,1015.3,22.3,13.5,,,0,06:45:40,1505972740,19:01:43,1506016903,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
22/09/2017,1506034800,17.4,5.3,11.8,17.4,5.3,11.7,8,79.92,0.4,,8.33,,0,0,,10.8,242.3,1021.1,6.1,13.3,,,0,06:47:17,1506059237,18:59:23,1506103163,0.03,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
23/09/2017,1506121200,18.1,11.6,14.6,18.1,11.6,14.6,10,74.9,0.4,,8.33,,0,0,,10.4,166.7,1021.6,17.7,18.9,,,0,06:48:55,1506145735,18:57:04,1506189424,0.06,Rain,Clear conditions throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
24/09/2017,1506207600,20.8,9.6,15.2,20.8,9,15.1,10.6,76.6,0,,0,,0,0,,12.6,124.3,1019.5,15.3,11.7,,,0,06:50:33,1506232233,18:54:45,1506275685,0.09,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
25/09/2017,1506294000,17,14.1,15.2,17,14.1,15.2,13.6,90.36,4.14,,12.5,,0,0,,8,83.8,1019.9,23.7,3.9,,,0,06:52:10,1506318730,18:52:26,1506361946,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
26/09/2017,1506380400,19,12.4,15.1,19,12.4,15.1,12.6,85.49,0.4,,4.17,,0,0,,8,76.9,1022.3,17,4.3,,,0,06:53:48,1506405228,18:50:07,1506448207,0.17,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
27/09/2017,1506466800,19.5,12.7,15.3,19.5,12.7,15.3,13.2,88.6,0.4,,4.17,,0,0,,10.4,135.3,1019.7,18.8,2.7,,,0,06:55:26,1506491726,18:47:48,1506534468,0.22,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
28/09/2017,1506553200,18.8,12.9,15.8,18.8,12.9,15.8,13.2,85.99,11.28,,8.33,,0,0,,9,213.3,1017.8,20.5,12.6,,,0,06:57:05,1506578225,18:45:30,1506620730,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
29/09/2017,1506639600,17.5,12.1,15.3,17.5,12.1,15.4,13.1,87.04,2.94,,8.33,,0,0,,11.4,215.7,1015.9,21.5,9.6,,,0,06:58:43,1506664723,18:43:11,1506706991,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
30/09/2017,1506726000,16.3,9.8,12.8,16.3,8.9,12.7,9.8,82.89,0.2,,4.17,,0,0,21.9,12.4,212.5,1016.4,17.9,12.5,,,0,07:00:22,1506751222,18:40:53,1506793253,0.36,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
01/10/2017,1506812400,16.8,13.3,15.2,16.8,13.3,15.2,14.1,92.91,1.44,,8.33,,0,0,27.7,15.6,203,1010.6,26,11.7,,,0,07:02:01,1506837721,18:38:36,1506879516,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
02/10/2017,1506898800,15.9,11,14.1,15.9,11,14.1,9.2,72.78,0,,0,,0,0,32.2,18.6,264.4,1012.4,18.8,11.4,,,0,07:03:40,1506924220,18:36:19,1506965779,0.44,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
03/10/2017,1506985200,14.8,8.5,11.2,14.8,6.4,10.5,6.5,73.75,0,,0,,0,0,18.3,12.2,286.4,1022,10.2,15.8,,,0,07:05:19,1507010719,18:34:02,1507052042,0.47,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
04/10/2017,1507071600,14.3,8.1,11.4,14.3,6.1,10.7,7.1,75.21,0,,0,,0,0,28.8,16.7,254.9,1021.8,19.7,16.7,,,0,07:06:59,1507097219,18:31:45,1507138305,0.49,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
05/10/2017,1507158000,15.8,10.1,13.3,15.8,10.1,13.3,7.9,70.94,0.85,,4.17,,0,0,34.4,19.9,291.3,1016.8,15.4,20.5,,,0,07:08:39,1507183719,18:29:29,1507224569,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
06/10/2017,1507244400,14.3,6.8,10.4,14.3,5.4,9.5,5.8,74.78,0,,0,,0,0,20.8,9.9,296,1025.5,9.4,17.9,,,0,07:10:19,1507270219,18:27:14,1507310834,0.51,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
07/10/2017,1507330800,16.6,8.7,12.8,16.6,6.9,12.6,10,83.29,1.02,,8.33,,0,0,24.2,14.2,258.6,1018.1,23.6,17.6,,,0,07:12:00,1507356720,18:24:59,1507397099,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
08/10/2017,1507417200,16,9.3,12.2,16,8.7,12.1,9.5,84.42,0.51,,8.33,,0,0,,8.2,287.4,1019.8,16.2,19.9,,,0,07:13:40,1507443220,18:22:44,1507483364,0.55,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
09/10/2017,1507503600,15.4,9.4,12.5,15.4,9.4,12.5,10.3,86.76,0.4,,8.33,,0,0,,8.7,230.8,1019,21.7,15.2,,,0,07:15:22,1507529722,18:20:30,1507569630,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,
