datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
01/01/2015,1420070400,11.4,4.5,7.8,11.4,4.5,7.3,6.5,91.38,0.36,,4.17,,,,36.8,5.6,211.9,1027.2,26.2,6.5,,,0,08:08:01,1420099681,16:01:25,1420128085,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
02/01/2015,1420156800,12.6,2.9,8.1,12.6,2.9,7.7,2.9,70.81,0.54,,4.17,,,,35.5,5.8,265.3,1027.8,16.9,17.9,,,0,08:07:54,1420186074,16:02:29,1420214549,0.46,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
03/01/2015,1420243200,4.9,1.8,3.5,4.9,1.8,3.5,2.2,91.64,15.57,,12.5,,,,28.9,3.2,147.1,1024.3,22.6,8.1,,,0,08:07:43,1420272463,16:03:36,1420301016,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
04/01/2015,1420329600,2.2,-1.8,0.7,2.2,-1.8,0.7,0.5,98.54,0.35,,4.17,,,,,1.5,243.3,1035,15.7,1.6,,,0,08:07:30,1420358850,16:04:45,1420387485,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
05/01/2015,1420416000,8.7,2.4,5.7,8.7,2.4,5.7,4.5,92.11,0,,0,,,,,2.5,195.6,1029.4,26,7.8,,,0,08:07:13,1420445233,16:05:58,1420473958,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
06/01/2015,1420502400,9,3,6.5,9,3,6.4,4.3,85.46,2.37,,12.5,,,,28.4,4.5,230,1020.9,19.5,17.7,,,0,08:06:52,1420531612,16:07:12,1420560432,0.51,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
07/01/2015,1420588800,9.1,0.8,4.8,8,0.8,4.3,3,88.12,0.42,,8.33,,,,33.7,4.9,213.5,1023.4,15.4,14.4,,,0,08:06:28,1420617988,16:08:29,1420646909,0.53,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
08/01/2015,1420675200,10.5,5.1,8.2,10.5,5,7.9,6,86.41,9.17,,8.33,,,,29.7,4.7,250.8,1020.2,20.1,12.8,,,0,08:06:02,1420704362,16:09:48,1420733388,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
09/01/2015,1420761600,13.9,6.9,10.9,13.9,5.7,10.7,7.8,81.2,0.78,,8.33,,,,51.4,8.4,252.2,1017.3,21.4,16.2,,,0,08:05:31,1420790731,16:11:10,1420819870,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
10/01/2015,1420848000,13,3.5,9.4,13,2.3,8.9,4.8,74.04,1.56,,12.5,,,,45.3,8.1,266.2,1013.8,18.5,18.9,,,0,08:04:58,1420877098,16:12:34,1420906354,0.62,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
11/01/2015,1420934400,7.4,2.8,5,6.8,1.1,3.8,0.8,74.11,0.2,,4.17,,,,34.4,4.8,259.2,1021.3,9.3,19.7,,,0,08:04:21,1420963461,16:13:59,1420992839,0.66,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
12/01/2015,1421020800,10.5,6.6,9.2,10.5,5.3,8.5,6.7,84.69,5.3,,12.5,,,,39.1,6.1,233.5,1010.4,24.2,13.3,,,0,08:03:42,1421049822,16:15:27,1421079327,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
13/01/2015,1421107200,10.8,2.7,7.1,10.8,2.7,6.8,4.7,84.99,10.01,,16.67,,,,44.4,4.8,241.6,1001.9,18.2,17.6,,,0,08:02:59,1421136179,16:16:56,1421165816,0.76,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
14/01/2015,1421193600,7.8,1.8,4,5.9,-0.1,2.8,0.6,78.54,0.4,,8.33,,,,38.5,6.5,230.1,1003.9,14.4,22.4,,,0,08:02:13,1421222533,16:18:27,1421252307,0.81,Rain,Clear conditions throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
15/01/2015,1421280000,10,4.2,7,8.5,2.1,5.6,3.2,76.88,11.1,,16.67,,,,42.7,6.8,230.8,989.8,13.5,14.4,,,0,08:01:24,1421308884,16:20:00,1421338800,0.86,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
16/01/2015,1421366400,6.3,0.4,3.9,6.3,0.4,3.6,0,76.11,0.96,,8.33,,,,33.9,4.5,260.9,1003.3,10.5,18.2,,,0,08:00:32,1421395232,16:21:35,1421425295,0.9,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
17/01/2015,1421452800,4.9,-1.7,1.1,4.9,-1.7,1.1,-1.1,85.84,0.51,,4.17,,,,,2.6,231.3,1012.5,10.4,18.2,,,0,07:59:38,1421481578,16:23:11,1421511791,0.94,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
18/01/2015,1421539200,3.1,-1.1,1.6,3.1,-1.1,1.6,0.4,91.52,1.83,,12.5,,,,,2.2,272.8,1012,15.9,9.9,,,0,07:58:40,1421567920,16:24:49,1421598289,0.98,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
19/01/2015,1421625600,3.1,-1,1,3.1,-1,1,-1.3,85.35,0.4,,8.33,,,,,1.7,315.9,1014.3,15.7,12.4,,,0,07:57:40,1421654260,16:26:27,1421684787,1,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
20/01/2015,1421712000,3.2,-4.2,-0.4,3.2,-4.2,-0.4,-2.2,87.89,0.6,,12.5,,,,23,3,150.8,1010.5,12,9.6,,,0,07:56:37,1421740597,16:28:08,1421771288,1,Snow,Clear conditions throughout the day with rain.,snow,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
21/01/2015,1421798400,3.1,1.6,2.2,2.6,0.6,1.6,0.5,88.38,1.48,,16.67,,,,24.2,3.8,121.7,1007.5,26.1,7.5,,,0,07:55:31,1421826931,16:29:49,1421857789,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
22/01/2015,1421884800,3.2,-1.8,0.7,3.2,-1.8,0.7,-1.5,85.4,0.2,,4.17,,,,,1.9,61.1,1020,14.2,5.1,,,0,07:54:23,1421913263,16:31:31,1421944291,0.03,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
23/01/2015,1421971200,5.1,-4.8,-0.3,4.2,-4.8,-0.4,-2,88.55,0.2,,4.17,,,,,3.4,236.3,1024.6,9.6,4.5,,,0,07:53:12,1421999592,16:33:15,1422030795,0.06,Snow,Clear conditions throughout the day with afternoon rain.,snow,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
24/01/2015,1422057600,7.1,1.8,4.1,7.1,1.8,3.7,1,80.67,5.88,,8.33,,,,39.1,4.7,296.8,1024.9,8.5,16.9,,,0,07:51:59,1422085919,16:34:59,1422117299,0.11,Rain,Clear conditions throughout the day with rain clearing later.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
25/01/2015,1422144000,7.6,-0.1,4,7.6,-0.1,4,1.6,84.43,0.2,,4.17,,,,,3.3,253.1,1029.9,17.1,12.8,,,0,07:50:43,1422172243,16:36:44,1422203804,0.16,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
26/01/2015,1422230400,9.1,3.9,7.5,9.1,3.9,7.4,4.5,82.09,0.74,,8.33,,,,24.2,3.5,287.6,1023.8,22,17.1,,,0,07:49:25,1422258565,16:38:30,1422290310,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
27/01/2015,1422316800,7.5,2.5,5,7.5,2.5,5,2.2,82.2,0,,0,,,,,3,285,1026.5,18.9,21.6,,,0,07:48:04,1422344884,16:40:17,1422376817,0.27,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
28/01/2015,1422403200,9.6,2.1,5.8,8.6,0.1,4.4,2.1,78.13,2.38,,8.33,,,,47.9,6.9,254.3,1006.1,16.8,20.8,,,0,07:46:41,1422431201,16:42:05,1422463325,0.32,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
29/01/2015,1422489600,5.1,0.8,2.1,3.5,-0.7,0.5,-0.8,81.22,0.85,,4.17,,,,31.6,5.4,261.3,986.1,10.3,20.6,,,0,07:45:16,1422517516,16:43:53,1422549833,0.37,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
30/01/2015,1422576000,5.2,0.7,2.5,5.2,-0.4,2.2,0,84.08,1.48,,12.5,,,,23,3.6,286,978.8,16.2,16.4,,,0,07:43:48,1422603828,16:45:41,1422636341,0.41,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
31/01/2015,1422662400,4.2,0.5,2,2.5,0.5,1.4,-0.6,83.42,1.97,,4.17,,,,31.6,4.7,301.8,984.4,18.2,15.5,,,0,07:42:19,1422690139,16:47:30,1422722850,0.45,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
01/02/2015,1422748800,4.8,-0.1,2.5,3.1,-0.4,1,-2.1,71.66,2.74,,8.33,,,,34.9,5.4,322.7,999,20.9,20,,,0,07:40:47,1422776447,16:49:20,1422809360,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
02/02/2015,1422835200,1.5,-2.7,-0.8,1.5,-2.7,-0.8,-4.4,76.58,0,,0,,,,,2.2,304.4,1005.9,9.2,20.3,,,0,07:39:14,1422862754,16:51:10,1422895870,0.49,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
03/02/2015,1422921600,3.3,-1,0.6,3.3,-1,0.5,-0.7,91.13,0.93,,8.33,,,3,,3.3,93.7,1008.1,19.2,9.2,,,0,07:37:38,1422949058,16:53:00,1422982380,0.5,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
04/02/2015,1423008000,3.5,0,1.7,3.5,0,1.6,-0.6,85.48,0.8,,12.5,,,,,3.1,121.9,1019.7,20.2,12.1,,,0,07:36:01,1423035361,16:54:50,1423068890,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
05/02/2015,1423094400,3.7,0.4,1.6,3.7,-0.6,1.3,-0.4,86.98,0.86,,4.17,,,,,3.3,139.3,1026.1,20.2,12.6,,,0,07:34:21,1423121661,16:56:41,1423155401,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
06/02/2015,1423180800,4.1,-0.8,1.1,2.1,-0.8,0.3,-2.6,76.85,0,,0,,,,32.4,5.1,49,1031.6,10.2,20.1,,,0,07:32:40,1423207960,16:58:32,1423241912,0.53,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
07/02/2015,1423267200,4.4,-0.5,2.1,4.4,-0.5,2.1,0.8,91,0.2,,4.17,,,,,3.2,29.7,1036.4,18,10.7,,,0,07:30:57,1423294257,17:00:23,1423328423,0.55,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
08/02/2015,1423353600,7.4,1.9,3.9,7.4,1.9,3.8,1,81.91,0.2,,4.17,,,,,2.6,282.2,1038.4,10.2,10.7,,,0,07:29:13,1423380553,17:02:14,1423414934,0.59,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
09/02/2015,1423440000,8.9,1.1,4.6,8.9,1.1,4.6,2.3,85.84,0.2,,4.17,,,,,2.1,291.7,1034.6,16.6,6.8,,,0,07:27:26,1423466846,17:04:05,1423501445,0.63,Rain,Clear conditions throughout the day with morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
10/02/2015,1423526400,5.3,0.2,3.2,5.3,0.2,3.2,1.1,86.49,0,,0,,,,,2.3,186.8,1032.9,26.1,7.9,,,0,07:25:38,1423553138,17:05:56,1423587956,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
11/02/2015,1423612800,4.4,3.5,4,4.4,3.5,4,0.8,79.59,0,,0,,,,,2,159.9,1025.2,27,8.7,,,0,07:23:49,1423639429,17:07:47,1423674467,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
12/02/2015,1423699200,3.5,2.2,3,3.5,2.2,3,-0.8,76.27,0,,0,,,,19.7,1.8,136.7,1020.5,26.5,6.1,,,0,07:21:58,1423725718,17:09:38,1423760978,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
13/02/2015,1423785600,8,1.5,5.4,6.8,1.5,4.9,3.6,88.49,3.09,,12.5,,,,32.7,4.5,163,1004.3,20.6,6.5,,,0,07:20:06,1423812006,17:11:29,1423847489,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
14/02/2015,1423872000,7.6,3.4,6,7.6,3.4,6,4.9,92.83,6.9,,12.5,,,,30,2.8,103.6,1002,21.5,12.7,,,0,07:18:12,1423898292,17:13:20,1423934000,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
15/02/2015,1423958400,7.8,1.7,5.2,7.8,1.7,5.3,3.9,91.43,0.22,,4.17,,,,,2.1,83.5,1013.4,18.5,6.1,,,0,07:16:17,1423984577,17:15:10,1424020510,0.92,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
16/02/2015,1424044800,7,0.3,4.4,7,0.3,4.4,3.6,94.73,7.68,,16.67,,,,,2.7,205.3,1016,19.9,4.6,,,0,07:14:20,1424070860,17:17:01,1424107021,0.96,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
17/02/2015,1424131200,7.9,1.3,3.9,7.9,1.3,3.9,0.2,77.9,1.2,,8.33,,,,,2.8,306.9,1034.7,5.3,16.4,,,0,07:12:23,1424157143,17:18:51,1424193531,0.99,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
18/02/2015,1424217600,9.2,-0.5,4,8.8,-0.5,3.8,0.6,79.13,0,,0,,,,21.9,3.7,222.6,1037.2,6.8,15.6,,,0,07:10:24,1424243424,17:20:41,1424280041,1,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
19/02/2015,1424304000,7.7,3.8,5.8,6.6,3.8,5.4,3.9,87.57,3.9,,8.33,,,,31.1,4.3,209.8,1021.5,20.4,11.1,,,0,07:08:23,1424329703,17:22:31,1424366551,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
20/02/2015,1424390400,6.4,2.3,5,6.4,2.3,5,3.1,87.9,6.08,,12.5,,,,,2.4,287.4,1006.5,19.2,13.6,,,0,07:06:22,1424415982,17:24:21,1424453061,0.02,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
21/02/2015,1424476800,5.9,1.3,2.9,5.5,1.3,2.7,0.1,82.71,2.31,,12.5,,,,23,3.4,297.6,1001.5,15.6,17.9,,,0,07:04:20,1424502260,17:26:10,1424539570,0.05,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
22/02/2015,1424563200,7.4,-2.2,2.3,6.7,-2.2,1.5,0.8,90.02,6.1,,8.33,,,,39.1,6.1,215.3,1003.2,15.7,13,,,0,07:02:16,1424588536,17:27:59,1424626079,0.09,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
23/02/2015,1424649600,8.7,3,4.9,7.7,1.4,3.7,1.3,77.5,2.43,,12.5,,,,34.4,5.4,245.9,991.2,15.6,18.6,,,0,07:00:12,1424674812,17:29:48,1424712588,0.13,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
24/02/2015,1424736000,8.5,3.6,5.6,7.2,1.7,4.6,0.5,70.76,0.66,,4.17,,,,35.8,5.4,265.5,1002.8,11.8,20.1,,,0,06:58:07,1424761087,17:31:37,1424799097,0.19,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
25/02/2015,1424822400,10.7,3.4,7.2,10.7,3.4,7.2,4.6,83.95,1.78,,8.33,,,,,2.2,242.1,1014.7,20.7,15.4,,,0,06:56:00,1424847360,17:33:25,1424885605,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
26/02/2015,1424908800,10.5,2.9,8.1,10.5,2.9,8,6.1,87.45,6.85,,12.5,,,,34.4,3.9,256.6,1012.5,21.5,12.4,,,0,06:53:53,1424933633,17:35:13,1424972113,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
27/02/2015,1424995200,7.9,0.6,3.9,7.9,0.6,3.8,-0.7,73.03,2.2,,8.33,,,,,9.2,263.7,1018.9,7.8,16.2,,,0,06:51:45,1425019905,17:37:01,1425058621,0.34,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
28/02/2015,1425081600,9.3,3.9,7.1,8.6,3.1,6.1,5.3,88.71,0.43,,8.33,,,,35.8,16.1,204.6,1008.4,26.7,10.2,,,0,06:49:36,1425106176,17:38:49,1425145129,0.38,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
01/03/2015,1425168000,10.5,4.3,7.8,10.5,3.1,6.7,2.9,72.03,3.97,,8.33,,,,46.6,5.8,256.3,998.7,13.4,16.7,,,0,06:47:26,1425192446,17:40:36,1425231636,0.42,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
02/03/2015,1425254400,7.4,2.5,4.4,5.5,0.9,3,-1.6,67.23,0.23,,4.17,,,,42.4,6.9,265.1,1006.8,7,26.4,,,0,06:45:16,1425278716,17:42:23,1425318143,0.45,Rain,Clear conditions throughout the day with early morning rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
03/03/2015,1425340800,7.9,1.7,4.3,6.7,1.6,3.5,-0.3,73.07,2.59,,12.5,,,,33.9,5.3,249.6,1015.4,9.4,25.8,,,0,06:43:05,1425364985,17:44:10,1425404650,0.48,Rain,Clear conditions throughout the day with rain.,rain,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
04/03/2015,1425427200,9.2,1.9,4.9,8.6,1.4,4.3,-0.4,69.69,0,,0,,,,30,4,290,1028.4,5.6,20.7,,,0,06:40:53,1425451253,17:45:56,1425491156,0.49,Clear,Clear conditions throughout the day.,clear-day,"['03680099999', '03660099999', '03672099999', '03781099999', '03772099999', '03770099999']",obs,0
